D,H,Beta,J,CT,CP,CQ,RPS
12,5.5,0.458333333,0.122342382,0.093405075,0.043110612,0.006864772,118.2204997
12,5.5,0.458333333,0.122450301,0.093616421,0.043074573,0.006859162,118.1163086
12,5.5,0.458333333,0.121989336,0.091652013,0.042435734,0.006757353,118.5626384
12,5.5,0.458333333,0.121965971,0.09124399,0.042450765,0.006759751,118.5853516
12,5.5,0.458333333,0.122105072,0.091211784,0.042500942,0.006767748,118.4502604
12,5.5,0.458333333,0.122012283,0.09141168,0.04244574,0.006758901,118.5403402
12,5.5,0.458333333,0.122483896,0.092750724,0.042804133,0.006815993,118.0839111
12,5.5,0.458333333,0.122353483,0.092255582,0.042562631,0.006777503,118.2097738
12,5.5,0.458333333,0.122316305,0.091628371,0.042549164,0.006775382,118.2457031
12,5.5,0.458333333,0.122655926,0.093566024,0.04285467,0.006823994,117.9182943
12,5.5,0.458333333,0.122647123,0.092873864,0.042844699,0.006822457,117.9267578
12,5.5,0.458333333,0.122849495,0.093978053,0.043028683,0.006851572,117.7324951
12,5.5,0.458333333,0.122677998,0.09189311,0.042702132,0.006799795,117.8970785
12,5.5,0.458333333,0.122702696,0.092439707,0.042483933,0.006764968,117.873348
12,5.5,0.458333333,0.122835638,0.093339814,0.042645728,0.006790669,117.7457764
12,5.5,0.458333333,0.12277187,0.092596912,0.042664425,0.006793615,117.8069336
12,5.5,0.458333333,0.122613573,0.091576701,0.042300745,0.006735876,117.9590251
12,5.5,0.458333333,0.122749391,0.092204262,0.042369981,0.006746895,117.8285075
12,5.5,0.458333333,0.122857163,0.094344742,0.042496976,0.006767099,117.7251465
12,5.5,0.458333333,0.122875825,0.092310125,0.042224938,0.006723914,117.7072673
12,5.5,0.458333333,0.122606493,0.091874963,0.042328549,0.006740138,117.9658366
12,5.5,0.458333333,0.122837047,0.093703555,0.042397434,0.00675123,117.7444255
12,5.5,0.458333333,0.123390497,0.09381659,0.042834772,0.006820831,117.2163005
12,5.5,0.458333333,0.123246325,0.093468736,0.042751408,0.006807717,117.353418
12,5.5,0.458333333,0.123057563,0.09202967,0.042250311,0.006727735,117.533431
12,5.5,0.458333333,0.123084945,0.092985101,0.042368479,0.006746551,117.5072835
12,5.5,0.458333333,0.099217872,0.095338478,0.043057932,0.00685646,103.6273112
12,5.5,0.458333333,0.09936426,0.095504675,0.043206294,0.006879692,103.4746419
12,5.5,0.458333333,0.09940579,0.094210724,0.042771518,0.006810987,103.4314128
12,5.5,0.458333333,0.099176164,0.093847372,0.042496235,0.006766911,103.6708903
12,5.5,0.458333333,0.099388117,0.093363212,0.042576513,0.006779801,103.4498047
12,5.5,0.458333333,0.09958723,0.096086714,0.043213226,0.006880676,103.2429688
12,5.5,0.458333333,0.099467781,0.095088183,0.042792348,0.006814024,103.3669515
12,5.5,0.458333333,0.099390064,0.094759136,0.042737574,0.006805265,103.4477783
12,5.5,0.458333333,0.099620658,0.095225042,0.042927076,0.006835539,103.2083252
12,5.5,0.458333333,0.099697375,0.09633602,0.043182739,0.006876006,103.1289063
12,5.5,0.458333333,0.099788585,0.094409811,0.043280207,0.006891896,103.0346436
12,5.5,0.458333333,0.100135062,0.097702978,0.043996237,0.007006062,102.6781331
12,5.5,0.458333333,0.099607966,0.094765191,0.042958308,0.006840846,103.2214762
12,5.5,0.458333333,0.099790193,0.095134618,0.043238114,0.006884898,103.0329834
12,5.5,0.458333333,0.100007876,0.097510068,0.043910726,0.006992474,102.8087158
12,5.5,0.458333333,0.100046253,0.098225969,0.043776024,0.006970841,102.769279
12,5.5,0.458333333,0.099825792,0.096786571,0.043395015,0.00690979,102.9962402
12,5.5,0.458333333,0.099660484,0.094482536,0.042816429,0.006817974,103.1670817
12,5.5,0.458333333,0.100071151,0.097647825,0.043728336,0.006962729,102.7437093
12,5.5,0.458333333,0.100197132,0.096983248,0.043788756,0.006972874,102.6145264
12,5.5,0.458333333,0.099975762,0.097039172,0.043312136,0.00689668,102.8417399
12,5.5,0.458333333,0.099676681,0.095162652,0.042918786,0.006834335,103.1503174
12,5.5,0.458333333,0.100162149,0.096890794,0.043601456,0.006942739,102.6503662
12,5.5,0.458333333,0.10030203,0.098326206,0.043930452,0.006995367,102.5072103
12,5.5,0.458333333,0.100401985,0.098880783,0.044083734,0.007019791,102.4051595
12,5.5,0.458333333,0.100274509,0.097111563,0.043991709,0.007005047,102.5353434
12,5.5,0.458333333,0.100322945,0.099609772,0.044145272,0.007029896,102.4858399
12,5.5,0.458333333,0.100493178,0.09880273,0.044024208,0.007010464,102.3122315
12,5.5,0.458333333,0.100611234,0.098332679,0.04463385,0.007107469,102.1921794
12,5.5,0.458333333,0.095162425,0.097531632,0.049380072,0.007815183,108.0434977
12,5.5,0.458333333,0.089071264,0.100698814,0.046284023,0.007370228,115.4320801
12,5.5,0.458333333,0.089024098,0.101847686,0.045816123,0.007295589,115.4932373
12,5.5,0.458333333,0.088696818,0.09860145,0.045101609,0.007181727,115.9193929
12,5.5,0.458333333,0.088852107,0.100038217,0.045200794,0.007197558,115.7167969
12,5.5,0.458333333,0.089015906,0.100652204,0.045479786,0.007241936,115.5038656
12,5.5,0.458333333,0.088958964,0.100295302,0.045126595,0.007185774,115.5777995
12,5.5,0.458333333,0.089288797,0.101922437,0.045801329,0.00729317,115.1508545
12,5.5,0.458333333,0.08905435,0.100023597,0.045416675,0.00723199,115.4540039
12,5.5,0.458333333,0.089138934,0.101469285,0.045552898,0.007253781,115.3444499
12,5.5,0.458333333,0.088956621,0.099137837,0.044875417,0.007145744,115.5808431
12,5.5,0.458333333,0.08912195,0.101128765,0.045379563,0.007226281,115.3664307
12,5.5,0.458333333,0.089081702,0.100812614,0.045216923,0.007200142,115.4185547
12,5.5,0.458333333,0.089244647,0.099935068,0.045348524,0.007221176,115.2078206
12,5.5,0.458333333,0.089178107,0.099954253,0.045117297,0.007184383,115.2937826
12,5.5,0.458333333,0.089167168,0.099664694,0.044943062,0.007156529,115.3079264
12,5.5,0.458333333,0.089240606,0.099331599,0.045007747,0.007166872,115.2130371
12,5.5,0.458333333,0.08924628,0.098894514,0.044894867,0.007148916,115.2057129
12,5.5,0.458333333,0.088946513,0.096279564,0.044211744,0.007039989,115.5939779
12,5.5,0.458333333,0.08904304,0.098262766,0.044527772,0.007090583,115.4686686
12,5.5,0.458333333,0.089043762,0.097464412,0.044508257,0.00708723,115.4677328
12,5.5,0.458333333,0.089073236,0.09686273,0.044404834,0.007070985,115.4295247
12,5.5,0.458333333,0.08951198,0.100503313,0.045135179,0.007187219,114.8637451
12,5.5,0.458333333,0.089001452,0.097882402,0.044253003,0.007046688,115.5226237
12,5.5,0.458333333,0.089180801,0.097353,0.044464402,0.007080416,115.2902995
12,5.5,0.458333333,0.089594894,0.100762511,0.045268693,0.007208528,114.7574463
12,5.5,0.458333333,0.089575475,0.09896365,0.045067674,0.00717641,114.7823242
12,5.5,0.458333333,0.089130595,0.096799817,0.044248706,0.007045886,115.3552409
12,5.5,0.458333333,0.089181166,0.097200015,0.044242779,0.007045199,115.2898275
12,5.5,0.458333333,0.089230723,0.097173057,0.044357052,0.007063291,115.2257975
5.1,4.6,0.901960784,0.190369325,0.080543707,0.091549594,-0.014618662,182.4014323
5.1,4.6,0.901960784,0.18754992,0.084592238,0.078272492,-0.012467236,185.1434408
5.1,4.6,0.901960784,0.188241278,0.073355528,0.082931885,-0.013205834,184.4634603
5.1,4.6,0.901960784,0.188447343,0.075670577,0.082552022,-0.013146438,184.2617513
5.1,4.6,0.901960784,0.188018826,0.080724111,0.082220637,-0.013095248,184.6817057
5.1,4.6,0.901960784,0.187795312,0.082418897,0.081734316,-0.013015692,184.9015137
5.1,4.6,0.901960784,0.188482123,0.077022439,0.082582705,-0.013147994,184.2277507
5.1,4.6,0.901960784,0.188398966,0.076041954,0.082019729,-0.013059975,184.3090658
5.1,4.6,0.901960784,0.18804574,0.080418606,0.080733675,-0.012857468,184.6552734
5.1,4.6,0.901960784,0.188621219,0.070827311,0.084635203,-0.013477772,184.0918945
5.1,4.6,0.901960784,0.188591539,0.07520926,0.082909289,-0.013204853,184.1208659
5.1,4.6,0.901960784,0.188190965,0.08246666,0.083031674,-0.013221125,184.5127767
5.1,4.6,0.901960784,0.188362355,0.077831746,0.08317527,-0.013245218,184.3448893
5.1,4.6,0.901960784,0.188222345,0.072988977,0.083158138,-0.013241974,184.482015
5.1,4.6,0.901960784,0.188460977,0.073860278,0.081314796,-0.012947934,184.2484212
5.1,4.6,0.901960784,0.188234352,0.075197088,0.081516773,-0.012983893,184.4702474
5.1,4.6,0.901960784,0.188017881,0.078258568,0.082746632,-0.013177789,184.6826335
5.1,4.6,0.901960784,0.188360892,0.077219635,0.083299743,-0.013264768,184.3463216
5.1,4.6,0.901960784,0.18803679,0.084443216,0.081914353,-0.013043936,184.6640625
5.1,4.6,0.901960784,0.187973021,0.072655726,0.079711955,-0.01269472,184.726709
5.1,4.6,0.901960784,0.188134623,0.075863777,0.084720597,-0.013490442,184.5680339
5.1,4.6,0.901960784,0.188165553,0.075548831,0.082272179,-0.013101894,184.5376953
5.1,4.6,0.901960784,0.188587205,0.077995863,0.084356778,-0.013432645,184.1250977
5.1,4.6,0.901960784,0.188123392,0.072575017,0.082421691,-0.013124925,184.5790527
5.1,4.6,0.901960784,0.18827628,0.075906996,0.081391516,-0.012960071,184.4291667
5.1,4.6,0.901960784,0.188251078,0.081861518,0.081327044,-0.012950682,184.4538574
5.1,4.6,0.901960784,0.188581837,0.072854515,0.082048094,-0.013067519,184.1303385
5.1,4.6,0.901960784,0.188520963,0.077233576,0.08487634,-0.013514901,184.1897949
5.1,4.6,0.901960784,0.188426572,0.081178456,0.081741248,-0.013015696,184.2820638
5.1,4.6,0.901960784,0.185926465,0.0710366,0.099910049,-0.015668308,186.7600586
5.1,4.6,0.901960784,0.150787427,0.087983764,0.09634354,-0.015380209,230.2820475
5.1,4.6,0.901960784,0.148763819,0.086581834,0.085695884,-0.013642177,233.4145345
5.1,4.6,0.901960784,0.148842822,0.083647769,0.085525091,-0.013620897,233.2906413
5.1,4.6,0.901960784,0.148828068,0.087703085,0.085743028,-0.013654375,233.3137695
5.1,4.6,0.901960784,0.149239197,0.083495526,0.087871867,-0.013987873,232.6710287
5.1,4.6,0.901960784,0.148224933,0.089209048,0.083358906,-0.013276418,234.2631348
5.1,4.6,0.901960784,0.148847111,0.089225318,0.085422647,-0.013602354,233.2839193
5.1,4.6,0.901960784,0.149035025,0.08451776,0.087596982,-0.013949626,232.9897787
5.1,4.6,0.901960784,0.149202844,0.085194952,0.087614003,-0.013949657,232.7277181
5.1,4.6,0.901960784,0.148882771,0.088080219,0.085826386,-0.013665648,233.2280436
5.1,4.6,0.901960784,0.148927649,0.085186481,0.086585366,-0.013789978,233.1577637
5.1,4.6,0.901960784,0.148718708,0.089294199,0.084536755,-0.013455743,233.4853353
5.1,4.6,0.901960784,0.148563469,0.088135946,0.084439549,-0.013446101,233.7293132
5.1,4.6,0.901960784,0.148573059,0.086222478,0.086071689,-0.013706772,233.7142253
5.1,4.6,0.901960784,0.148571528,0.085324678,0.085523423,-0.013617994,233.7166341
5.1,4.6,0.901960784,0.148633064,0.0864198,0.084871343,-0.013513236,233.6198731
5.1,4.6,0.901960784,0.149260497,0.084164126,0.088508488,-0.014097311,232.6378255
5.1,4.6,0.901960784,0.148945553,0.087749511,0.086324243,-0.013746764,233.1297363
5.1,4.6,0.901960784,0.148825628,0.090611674,0.088111941,-0.014032552,233.3175944
5.1,4.6,0.901960784,0.148839219,0.091804414,0.088428101,-0.014085278,233.2962891
5.1,4.6,0.901960784,0.148846779,0.087417345,0.085537311,-0.013623677,233.2844401
5.1,4.6,0.901960784,0.149159636,0.090504049,0.086480211,-0.013770618,232.7951335
5.1,4.6,0.901960784,0.148398147,0.091880786,0.086666013,-0.013804498,233.9896973
5.1,4.6,0.901960784,0.148709804,0.08934975,0.085337955,-0.013590816,233.4993164
5.1,4.6,0.901960784,0.148871416,0.091453123,0.085841974,-0.013667677,233.2458333
5.1,4.6,0.901960784,0.149246599,0.083654068,0.087750678,-0.013971896,232.6594889
5.1,4.6,0.901960784,0.149168011,0.087406696,0.087313868,-0.013909692,232.7820638
5.1,4.6,0.901960784,0.149162796,0.085705504,0.087672029,-0.013957036,232.7902018
5.1,4.6,0.901960784,0.149329231,0.082496508,0.08704554,-0.013860308,232.5307455
5.1,4.6,0.901960784,0.148793025,0.092884254,0.085572894,-0.013626988,233.3687175
5.1,4.6,0.901960784,0.126850703,0.094938968,0.10129507,-0.016175826,273.736263
5.1,4.6,0.901960784,0.124358673,0.098854121,0.087788396,-0.013978969,279.2216797
5.1,4.6,0.901960784,0.123890549,0.100228072,0.088050315,-0.014020071,280.2767253
5.1,4.6,0.901960784,0.123702613,0.097469885,0.087120628,-0.013873616,280.7025391
5.1,4.6,0.901960784,0.12344222,0.098492953,0.084810275,-0.013504442,281.2946615
5.1,4.6,0.901960784,0.12361991,0.099482108,0.086880099,-0.013834082,280.890332
5.1,4.6,0.901960784,0.123330013,0.097607219,0.083942069,-0.01336726,281.5505859
5.1,4.6,0.901960784,0.123765808,0.098797558,0.08720281,-0.013887794,280.5592122
5.1,4.6,0.901960784,0.123611229,0.096860294,0.086519243,-0.013777687,280.9100586
5.1,4.6,0.901960784,0.12386592,0.098703773,0.088534361,-0.014096512,280.3324544
5.1,4.6,0.901960784,0.124104176,0.095617811,0.089321053,-0.014221975,279.7942708
5.1,4.6,0.901960784,0.12406796,0.098180449,0.088889583,-0.014153678,279.875944
5.1,4.6,0.901960784,0.123828751,0.095428232,0.087556845,-0.013942906,280.4166016
5.1,4.6,0.901960784,0.124214253,0.096859261,0.089339229,-0.014225736,279.5463216
5.1,4.6,0.901960784,0.124135574,0.099032587,0.088438575,-0.014081875,279.7235026
5.1,4.6,0.901960784,0.123730564,0.096027673,0.087802204,-0.013981044,280.6391276
5.1,4.6,0.901960784,0.123510426,0.099805031,0.085855143,-0.013671416,281.1393229
5.1,4.6,0.901960784,0.123723274,0.09934995,0.087755868,-0.013973714,280.6556641
5.1,4.6,0.901960784,0.12368302,0.099621956,0.087048506,-0.013860987,280.7470052
5.1,4.6,0.901960784,0.123787667,0.100747667,0.086910586,-0.013838093,280.509668
5.1,4.6,0.901960784,0.124054643,0.100670164,0.088957815,-0.014165493,279.9059896
5.1,4.6,0.901960784,0.123682504,0.098497549,0.08543056,-0.013603915,280.7481771
5.1,4.6,0.901960784,0.124116508,0.095264743,0.088111505,-0.014030944,279.7664714
5.1,4.6,0.901960784,0.123987261,0.09764485,0.087703208,-0.013966356,280.0581055
5.1,4.6,0.901960784,0.124034289,0.097778085,0.085616476,-0.013632583,279.9519206
5.1,4.6,0.901960784,0.124335959,0.095343025,0.085526438,-0.013618634,279.2726888
5.1,4.6,0.901960784,0.124340872,0.09848486,0.085433053,-0.013603641,279.2616537
5.1,4.6,0.901960784,0.123990389,0.100475979,0.085889505,-0.013676009,280.0510417
5.1,4.6,0.901960784,0.123894118,0.100919206,0.087606886,-0.013949368,280.2686524
5.1,4.6,0.901960784,0.123748248,0.096713949,0.09055234,-0.014402292,280.5990234
5.1,4.6,0.901960784,0.108754112,0.102046576,0.095601021,-0.015242768,319.2857422
5.1,4.6,0.901960784,0.107522507,0.104185003,0.088431772,-0.014081069,322.9429688
5.1,4.6,0.901960784,0.107435569,0.104066686,0.089188741,-0.014202916,323.2042969
5.1,4.6,0.901960784,0.107327623,0.102701314,0.086839749,-0.013828668,323.529362
5.1,4.6,0.901960784,0.107416701,0.102663121,0.088472134,-0.014089349,323.2610677
5.1,4.6,0.901960784,0.107128259,0.10330734,0.085944988,-0.013687451,324.1314453
5.1,4.6,0.901960784,0.107492418,0.103753601,0.089418256,-0.014238325,323.0333659
5.1,4.6,0.901960784,0.107783818,0.103382228,0.090180906,-0.014360477,322.160026
5.1,4.6,0.901960784,0.107479085,0.101108361,0.088576789,-0.014105505,323.0734375
5.1,4.6,0.901960784,0.107437181,0.10219261,0.087851345,-0.013988244,323.1994466
5.1,4.6,0.901960784,0.107839618,0.103296193,0.090198521,-0.014363046,321.9933268
5.1,4.6,0.901960784,0.107558219,0.103332744,0.088237817,-0.014049627,322.8357422
5.1,4.6,0.901960784,0.107644258,0.105303313,0.089051388,-0.014180722,322.5777018
5.1,4.6,0.901960784,0.107692619,0.103228416,0.090312164,-0.014382036,322.4328451
5.1,4.6,0.901960784,0.107706091,0.103101566,0.089061804,-0.014181085,322.392513
5.1,4.6,0.901960784,0.107095348,0.101175978,0.084011055,-0.013378455,324.2310547
5.1,4.6,0.901960784,0.107728608,0.100746493,0.088300354,-0.014061649,322.3251302
5.1,4.6,0.901960784,0.107906697,0.103124282,0.089058257,-0.014182308,321.7931641
5.1,4.6,0.901960784,0.107401462,0.103951378,0.088614207,-0.014110829,323.3069336
5.1,4.6,0.901960784,0.10763268,0.103889561,0.089001105,-0.014172512,322.6124024
5.1,4.6,0.901960784,0.107561202,0.103568516,0.088196398,-0.014043534,322.8267904
5.1,4.6,0.901960784,0.107752886,0.102874594,0.089999767,-0.014331763,322.2525065
5.1,4.6,0.901960784,0.107584894,0.103162598,0.088996541,-0.014172605,322.7556966
5.1,4.6,0.901960784,0.107804743,0.103374128,0.089947659,-0.014323774,322.0974935
5.1,4.6,0.901960784,0.107811531,0.104685274,0.08942253,-0.014240146,322.0772135
5.1,4.6,0.901960784,0.107904449,0.101398064,0.090269293,-0.01437427,321.7998698
5.1,4.6,0.901960784,0.107407789,0.104196275,0.087124328,-0.013873529,323.2878906
5.1,4.6,0.901960784,0.107549891,0.105670145,0.087641138,-0.013956422,322.8607422
5.1,4.6,0.901960784,0.107731687,0.103941985,0.087326247,-0.013906491,322.315918
5.1,4.6,0.901960784,0.107566256,0.105470333,0.088267445,-0.014054518,322.8116211
5.1,4.6,0.901960784,0.097625557,0.105165146,0.097080794,-0.015469841,355.6818359
5.1,4.6,0.901960784,0.096089885,0.104596189,0.088245901,-0.01405264,361.3662109
5.1,4.6,0.901960784,0.096441389,0.108283855,0.091720863,-0.014605863,360.0491211
5.1,4.6,0.901960784,0.096114006,0.105783706,0.089412881,-0.014238702,361.2755208
5.1,4.6,0.901960784,0.096344694,0.107346079,0.09039603,-0.014395345,360.4104818
5.1,4.6,0.901960784,0.09609597,0.108266463,0.088662707,-0.01411938,361.3433268
5.1,4.6,0.901960784,0.096058552,0.108079657,0.088809686,-0.014141954,361.484082
5.1,4.6,0.901960784,0.096152897,0.10679263,0.087533021,-0.013938601,361.1293945
5.1,4.6,0.901960784,0.09619084,0.108699233,0.088697432,-0.014123916,360.9869466
5.1,4.6,0.901960784,0.096387473,0.105802971,0.090049806,-0.01434019,360.2505208
5.1,4.6,0.901960784,0.096322483,0.107218029,0.089188772,-0.014201692,360.4935872
5.1,4.6,0.901960784,0.096313204,0.106448871,0.088592844,-0.01410736,360.5283203
5.1,4.6,0.901960784,0.09616909,0.107659067,0.087807518,-0.013982434,361.0685872
5.1,4.6,0.901960784,0.096024975,0.107467352,0.087116138,-0.013872957,361.6104818
5.1,4.6,0.901960784,0.09625752,0.107662863,0.08794672,-0.014004893,360.7368815
5.1,4.6,0.901960784,0.096301535,0.106066091,0.089123688,-0.014192933,360.5720052
5.1,4.6,0.901960784,0.096546781,0.106333722,0.090604362,-0.014429154,359.6560872
5.1,4.6,0.901960784,0.096324675,0.108383239,0.088647546,-0.014115715,360.4853841
5.1,4.6,0.901960784,0.096507361,0.107852758,0.090314356,-0.014381071,359.8029948
5.1,4.6,0.901960784,0.096236513,0.10600876,0.086918178,-0.013840462,360.815625
5.1,4.6,0.901960784,0.096567731,0.107334694,0.089451026,-0.014243639,359.5780599
5.1,4.6,0.901960784,0.096754895,0.107436732,0.089991783,-0.014329835,358.882487
5.1,4.6,0.901960784,0.096653358,0.107669009,0.090786995,-0.01445652,359.2595052
5.1,4.6,0.901960784,0.096656721,0.107052225,0.08971067,-0.014286203,359.2470052
5.1,4.6,0.901960784,0.09640859,0.10624877,0.088327444,-0.014064931,360.1716146
5.1,4.6,0.901960784,0.096714209,0.107064882,0.08896034,-0.01416605,359.0334635
5.1,4.6,0.901960784,0.097010725,0.105677322,0.092275547,-0.014693755,357.9360677
5.1,4.6,0.901960784,0.096440247,0.108173797,0.088624001,-0.01411301,360.0533854
5.1,4.6,0.901960784,0.096447371,0.103530702,0.088229343,-0.014050523,360.0267904
5.1,4.6,0.901960784,0.096721365,0.105205388,0.0890616,-0.014182732,359.006901
5.1,4.6,0.901960784,0.111811899,0.107577888,0.131804653,-0.021156276,167.7930664
5.1,4.6,0.901960784,0.102959046,0.114643757,0.085209881,-0.013567966,182.2206218
5.1,4.6,0.901960784,0.103102101,0.10755393,0.086815712,-0.013824674,181.9677897
5.1,4.6,0.901960784,0.102924112,0.113086961,0.082932233,-0.013205832,182.2824707
5.1,4.6,0.901960784,0.102665071,0.113289144,0.081833909,-0.013032891,182.7423991
5.1,4.6,0.901960784,0.103025201,0.108968945,0.086606121,-0.013791237,182.1036133
5.1,4.6,0.901960784,0.103030533,0.10526304,0.089840024,-0.014306953,182.0941895
5.1,4.6,0.901960784,0.103169714,0.10920176,0.088398424,-0.014076289,181.8485352
5.1,4.6,0.901960784,0.102971509,0.118476105,0.083518242,-0.013301592,182.1985677
5.1,4.6,0.901960784,0.103024953,0.112296713,0.087663972,-0.013959207,182.1040527
5.1,4.6,0.901960784,0.103133179,0.112127138,0.089224508,-0.014209689,181.9129557
5.1,4.6,0.901960784,0.10304597,0.111660476,0.08780127,-0.013982456,182.0669108
5.1,4.6,0.901960784,0.103039771,0.115429229,0.086563585,-0.013786362,182.0778646
5.1,4.6,0.901960784,0.102828697,0.10819826,0.084189537,-0.013405228,182.4516113
5.1,4.6,0.901960784,0.102991345,0.114067783,0.086369668,-0.013753849,182.1634766
5.1,4.6,0.901960784,0.103245822,0.110747852,0.088121485,-0.014031323,181.7144857
5.1,4.6,0.901960784,0.103256439,0.112207522,0.089590039,-0.014264012,181.6958008
5.1,4.6,0.901960784,0.102850386,0.116405279,0.08481204,-0.013505042,182.4131348
5.1,4.6,0.901960784,0.103147262,0.104197641,0.090641213,-0.014434093,181.8881185
5.1,4.6,0.901960784,0.103161903,0.108143064,0.08920779,-0.014204749,181.8623047
5.1,4.6,0.901960784,0.103306717,0.105342666,0.088520802,-0.014098092,181.6073731
5.1,4.6,0.901960784,0.103300097,0.105603338,0.092901382,-0.014792381,181.6190104
5.1,4.6,0.901960784,0.103473306,0.106915405,0.08920056,-0.014202821,181.3149902
5.1,4.6,0.901960784,0.103195216,0.109278983,0.088890784,-0.014155019,181.803597
5.1,4.6,0.901960784,0.103207671,0.106004841,0.088977967,-0.014167917,181.7816569
5.1,4.6,0.901960784,0.102973238,0.105979594,0.086168494,-0.013718002,182.1955078
5.1,4.6,0.901960784,0.103029557,0.105205297,0.090201603,-0.014363374,182.0959147
5.1,4.6,0.901960784,0.10303197,0.106440171,0.087972171,-0.014008354,182.0916504
5.1,4.6,0.901960784,0.1032429,0.110473744,0.088826024,-0.014143028,181.7196289
5.1,4.6,0.901960784,0.103244472,0.108399785,0.089970718,-0.0143278,181.716862
5.1,4.6,0.901960784,0.086212255,0.107131906,0.116186221,-0.018425648,217.6171061
5.1,4.6,0.901960784,0.081361121,0.111006337,0.093651261,-0.014912902,230.5924642
5.1,4.6,0.901960784,0.081348558,0.114269957,0.092027635,-0.014653745,230.6280762
5.1,4.6,0.901960784,0.081305615,0.10998806,0.091520985,-0.01457187,230.7498861
5.1,4.6,0.901960784,0.081622669,0.115700205,0.091689105,-0.014599327,229.8535645
5.1,4.6,0.901960784,0.081371563,0.11621987,0.091646449,-0.014592993,230.5628744
5.1,4.6,0.901960784,0.081200607,0.117962608,0.088717119,-0.014131806,231.048291
5.1,4.6,0.901960784,0.081292352,0.114281901,0.09084487,-0.014467118,230.7875326
5.1,4.6,0.901960784,0.081219585,0.117289697,0.090815259,-0.014463458,230.9943034
5.1,4.6,0.901960784,0.080953019,0.114049394,0.090501031,-0.014411591,231.7549316
5.1,4.6,0.901960784,0.081379353,0.117088091,0.090476852,-0.014408834,230.540804
5.1,4.6,0.901960784,0.080947044,0.112363317,0.09009942,-0.014346973,231.7720378
5.1,4.6,0.901960784,0.080948676,0.114362229,0.089782092,-0.014296307,231.7673665
5.1,4.6,0.901960784,0.08100739,0.119347208,0.085967695,-0.013688714,231.5993815
5.1,4.6,0.901960784,0.080932188,0.117470853,0.088793209,-0.014139729,231.8145833
5.1,4.6,0.901960784,0.081259355,0.114673034,0.090358478,-0.014389463,230.88125
5.1,4.6,0.901960784,0.081078141,0.115538305,0.090764891,-0.014451577,231.3972819
5.1,4.6,0.901960784,0.081343322,0.113716897,0.092026602,-0.014649755,230.6429199
5.1,4.6,0.901960784,0.081314798,0.117724589,0.089762934,-0.014294337,230.7238281
5.1,4.6,0.901960784,0.080958352,0.115864401,0.088163966,-0.014040526,231.7396647
5.1,4.6,0.901960784,0.081096366,0.116545122,0.09140764,-0.014554666,231.34528
5.1,4.6,0.901960784,0.080809204,0.118935427,0.087070553,-0.013860963,232.1673828
5.1,4.6,0.901960784,0.08083309,0.120878822,0.087221914,-0.013889515,232.0987793
5.1,4.6,0.901960784,0.081209989,0.120175655,0.088306514,-0.014061692,231.0215983
5.1,4.6,0.901960784,0.081027485,0.114869348,0.090411003,-0.014399713,231.5419434
5.1,4.6,0.901960784,0.081056738,0.120606913,0.088888415,-0.014156131,231.4583822
5.1,4.6,0.901960784,0.08106786,0.119719798,0.087513256,-0.01393981,231.4266276
5.1,4.6,0.901960784,0.081668528,0.114503497,0.092331858,-0.01470267,229.7244955
5.1,4.6,0.901960784,0.081232062,0.119218948,0.088899916,-0.014154505,230.9588216
5.1,4.6,0.901960784,0.081344338,0.118800264,0.090578822,-0.014425466,230.6400391
5.1,4.6,0.901960784,0.070909538,0.118039254,0.107773835,-0.017061561,264.5802246
5.1,4.6,0.901960784,0.067363171,0.122339272,0.092333725,-0.014702624,278.5091797
5.1,4.6,0.901960784,0.067646294,0.115125627,0.095532934,-0.015212263,277.3435221
5.1,4.6,0.901960784,0.067417249,0.119503578,0.091406827,-0.014555165,278.2857747
5.1,4.6,0.901960784,0.067457255,0.122508813,0.092804059,-0.014777572,278.1207357
5.1,4.6,0.901960784,0.067470103,0.118971974,0.0905105,-0.014413311,278.0677734
5.1,4.6,0.901960784,0.067442494,0.120826799,0.089870789,-0.014310132,278.1816081
5.1,4.6,0.901960784,0.067230686,0.120211854,0.090517093,-0.014412646,279.0580078
5.1,4.6,0.901960784,0.067210843,0.124098408,0.087811295,-0.013981941,279.1403971
5.1,4.6,0.901960784,0.067404003,0.123365327,0.091309579,-0.014539914,278.3404622
5.1,4.6,0.901960784,0.06723955,0.124959501,0.088552235,-0.014100246,279.021224
5.1,4.6,0.901960784,0.067218697,0.124473133,0.087853714,-0.013988944,279.10778
5.1,4.6,0.901960784,0.06726748,0.124055016,0.089074969,-0.014183311,278.9053711
5.1,4.6,0.901960784,0.067284898,0.123632407,0.088859026,-0.014149207,278.8331706
5.1,4.6,0.901960784,0.067377275,0.120121164,0.091503233,-0.014570814,278.4508789
5.1,4.6,0.901960784,0.067683305,0.121723023,0.093321193,-0.014859011,277.191862
5.1,4.6,0.901960784,0.067348577,0.120967674,0.089929091,-0.014319331,278.5695313
5.1,4.6,0.901960784,0.067549663,0.120475971,0.091550751,-0.014577583,277.7402669
5.1,4.6,0.901960784,0.067469922,0.117763473,0.090688412,-0.014440729,278.0685221
5.1,4.6,0.901960784,0.067393402,0.117509351,0.091856435,-0.014626881,278.3842448
5.1,4.6,0.901960784,0.067421847,0.122919402,0.090183791,-0.014359753,278.2667969
